transcription,duration,up_votes,down_votes,age,gender,accent,transcription_original,transcription_clean,word_count,char_count,pitch_mean,energy_mean,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Babam mektubunda.,1.296,2,0,thirties,male_masculine,unknown,Babam mektubunda.,babam mektubunda,2,16,184.40797581577502,0.11499213,0.05089689555921053,-257.72873,169.69832,-4.9884224,35.890198,-37.034164,-14.207405,6.4330554,-7.162708,-20.439947,-0.803579,-4.8119826,-20.118845,-5.9535985
"Evet, her şeye razı olmuş, onun bütün şartlarını kabul etmiştim.",4.392,2,0,thirties,male_masculine,unknown,"Evet, her şeye razı olmuş, onun bütün şartlarını kabul etmiştim.",evet her şeye razı olmuş onun bütün şartlarını kabul etmiştim,10,61,205.02201923060957,0.0805883,0.11145471643518519,-301.57443,95.91873,-18.919989,31.513296,-17.210081,-7.9078236,-6.5816107,-10.438639,-18.414288,8.825861,-6.95299,-12.592535,-3.1886852
Sizi anlıyorum Raif bey!,1.476,2,0,thirties,male_masculine,unknown,Sizi anlıyorum Raif bey!,sizi anlıyorum raif bey,4,23,189.77703252412894,0.108388156,0.09542569247159091,-264.43692,121.86185,-24.39046,52.31334,-16.892134,-12.6198845,-7.9639726,-14.817519,-20.90999,9.876845,-6.995238,-13.486578,1.855909
"Biz bile burada, sefarethanede büyük bir toplantı yaparak zaferin heyecanını tatmıştık.",5.184,2,0,thirties,male_masculine,unknown,"Biz bile burada, sefarethanede büyük bir toplantı yaparak zaferin heyecanını tatmıştık.",biz bile burada sefarethanede büyük bir toplantı yaparak zaferin heyecanını tatmıştık,11,85,206.2641679115314,0.079422615,0.10301513671875,-283.18637,118.435715,-20.086163,36.915108,-21.148579,-2.4479585,-6.1280017,-14.891165,-22.774237,10.835147,-7.8482428,-13.529544,-0.64876443
Şiddetle reddetti.,1.296,2,0,thirties,male_masculine,unknown,Şiddetle reddetti.,şiddetle reddetti,2,17,184.77412835754453,0.06355157,0.09476511101973684,-305.24982,106.51832,-17.392923,63.78752,-16.152142,-12.047595,-18.686216,-11.015897,-23.08558,-0.9581914,-11.208631,-11.589298,5.017582
Yüzünü görmemiştim.,1.296,2,0,thirties,male_masculine,unknown,Yüzünü görmemiştim.,yüzünü görmemiştim,2,18,176.90425821974273,0.098018624,0.10557154605263158,-277.6789,121.02872,-14.343229,60.87486,-8.77767,-13.414747,-0.5781111,-18.577295,-8.967486,12.470374,-14.156339,-6.140866,-8.024671
"Her şeyi o zaman öğrenmiş olsaydım, belki zamanla alışır, seni başkalarında bulmaya gayret ederdim.",5.688,2,0,thirties,male_masculine,unknown,"Her şeyi o zaman öğrenmiş olsaydım, belki zamanla alışır, seni başkalarında bulmaya gayret ederdim.",her şeyi o zaman öğrenmiş olsaydım belki zamanla alışır seni başkalarında bulmaya gayret ederdim,14,96,218.13321833686015,0.076914184,0.09592229669744318,-302.74313,116.26954,-26.080498,32.02282,-26.95055,-1.7407279,-7.187596,-13.357902,-15.778129,10.506927,-16.111443,-7.4766316,-1.5529072
Köprünün kenarına yaslanarak hareketsiz sulara baktım.,3.492,2,0,thirties,male_masculine,unknown,Köprünün kenarına yaslanarak hareketsiz sulara baktım.,köprünün kenarına yaslanarak hareketsiz sulara baktım,6,53,211.62410556572158,0.039058547,0.15120290595794392,-309.61926,81.422775,7.003833,38.862476,-9.558636,-9.661126,-17.220854,-5.112814,3.12271,9.756942,-9.166159,-0.4363809,-21.00326
Bu da benim bir nevi eğlencemdir!,1.98,2,0,thirties,male_masculine,unknown,Bu da benim bir nevi eğlencemdir!,bu da benim bir nevi eğlencemdir,6,32,211.96298730863157,0.07109172,0.07434895833333334,-263.3436,85.18849,4.574,73.80594,-14.028741,-31.41222,-6.3701177,-5.91651,-0.8858167,-0.4837982,-4.1884475,-4.6090426,-15.725112
"Yerde son nefesimi verirken ihtimal ki, bu sesleri de duyar ve gülümseyerek ölürdüm.",5.4,2,0,thirties,male_masculine,unknown,"Yerde son nefesimi verirken ihtimal ki, bu sesleri de duyar ve gülümseyerek ölürdüm.",yerde son nefesimi verirken ihtimal ki bu sesleri de duyar ve gülümseyerek ölürdüm,13,82,227.2674329563832,0.040154953,0.14172216208584337,-321.6828,77.10607,16.032154,48.72142,-17.174667,-19.914948,-8.569707,-8.328769,-4.072953,4.294013,-10.793317,-7.463167,-13.291837
Selam verdikten sonra uzaklaştı.,2.088,2,1,thirties,male_masculine,unknown,Selam verdikten sonra uzaklaştı.,selam verdikten sonra uzaklaştı,4,31,218.71176525382074,0.038396843,0.10589502728174603,-301.8212,102.0945,11.057334,29.518772,-20.900194,-14.281631,-10.532825,-0.8169179,-0.86318374,14.693069,-14.358902,-0.663378,-7.0676684
Buna rağmen karşımdaki üşür görünüyordu.,2.304,2,0,thirties,male_masculine,unknown,Buna rağmen karşımdaki üşür görünüyordu.,buna rağmen karşımdaki üşür görünüyordu,5,39,204.02480288918142,0.043458443,0.10645946557971014,-264.25827,107.3076,-19.740421,41.497143,-17.85836,7.14122,-3.367147,-17.346395,-9.579221,19.970068,-14.059427,-4.136125,-12.02287
"Onu belinden yakalayarak götürüyor, ara sıra ayaklarına basıyordum.",3.888,2,1,thirties,male_masculine,unknown,"Onu belinden yakalayarak götürüyor, ara sıra ayaklarına basıyordum.",onu belinden yakalayarak götürüyor ara sıra ayaklarına basıyordum,8,65,198.07092664470377,0.02745148,0.11176716780462184,-346.3317,89.06982,2.3100052,26.68584,-14.958242,3.6704414,-6.010208,-17.571453,-5.162541,22.053766,-16.959324,4.4826155,-8.442773
Üçüncü ve dördüncüye de mi o?,1.692,2,0,thirties,male_masculine,unknown,Üçüncü ve dördüncüye de mi o?,üçüncü ve dördüncüye de mi o,6,28,237.7440316587384,0.048436236,0.0641467524509804,-288.5198,100.907936,-1.8310053,51.929844,-22.579865,-12.091023,-8.8517275,-13.490473,-7.052865,8.353466,-19.001806,0.2018308,-9.458406
Ağır ağır yürüyordu.,1.296,2,0,thirties,male_masculine,unknown,Ağır ağır yürüyordu.,ağır ağır yürüyordu,3,19,217.52816293850046,0.046171464,0.05326120476973684,-295.09738,120.92385,5.8719134,23.929022,-18.026943,7.828002,10.830284,-53.832676,13.353961,4.358762,-18.063705,16.478348,-19.020655
Bütün ruhum korkunç bir boşluk halindeydi.,2.484,2,0,thirties,male_masculine,unknown,Bütün ruhum korkunç bir boşluk halindeydi.,bütün ruhum korkunç bir boşluk halindeydi,6,41,216.26863109619492,0.03102705,0.08695903577302631,-333.28113,112.51064,-4.037843,28.439299,0.7846728,-10.069781,4.1265464,-23.196934,4.084006,5.5494113,-23.419514,6.423491,-17.762806
"O hep aynı kapalı, sessiz insan olarak kaldı.",2.772,2,0,thirties,male_masculine,unknown,"O hep aynı kapalı, sessiz insan olarak kaldı.",o hep aynı kapalı sessiz insan olarak kaldı,8,43,222.7688481279806,0.030164035,0.1259076286764706,-332.7557,112.81918,1.3608723,12.714594,7.1994715,-27.742182,-15.410333,10.089549,-18.270412,16.521732,-16.754662,-2.8466163,-4.710072
Ben hemen odama girip kapıyı içeriden kilitledim.,2.988,2,0,thirties,male_masculine,unknown,Ben hemen odama girip kapıyı içeriden kilitledim.,ben hemen odama girip kapıyı içeriden kilitledim,7,48,222.2068051702493,0.0248959,0.06655649038461539,-377.36737,103.02207,2.2791164,57.26287,-10.710657,3.5674894,-15.424984,-20.129135,12.468358,0.9102546,-17.016293,2.6149485,-6.5556965
Cesaret edip kalkamıyorum!,1.476,2,0,thirties,male_masculine,unknown,Cesaret edip kalkamıyorum!,cesaret edip kalkamıyorum,3,25,229.48893366266427,0.04431885,0.04175914417613636,-295.87692,114.592674,-3.9798498,29.238258,10.928379,-27.703419,-18.554785,5.57151,-13.391769,6.159746,-6.627542,-12.439688,-1.3910888
Bir hayli yürüdük.,1.296,2,0,thirties,male_masculine,unknown,Bir hayli yürüdük.,bir hayli yürüdük,3,17,240.42795183353027,0.040588386,0.0707750822368421,-315.63226,88.03102,-12.563215,70.83405,19.311583,-34.130302,-8.0797615,0.9331898,-6.7853723,-8.9237,-7.7988644,-10.002776,-13.999425
"Bu olmadıktan sonra, aile sahibi olmanın hakiki ismi, ""birtakım yabancılar beslemek"" ti.",6.192,2,0,thirties,male_masculine,unknown,"Bu olmadıktan sonra, aile sahibi olmanın hakiki ismi, ""birtakım yabancılar beslemek"" ti.",bu olmadıktan sonra aile sahibi olmanın hakiki ismi birtakım yabancılar beslemek ti,12,83,196.0981200927161,0.023661233,0.10131708115183247,-399.62973,97.853775,11.352065,29.298586,-2.0922933,-9.482548,0.57043666,-12.609468,0.74026984,5.041851,-7.334228,3.6859534,-18.620443
"O da, bir şey demeden önüne bakıyordu.",2.7,2,0,thirties,male_masculine,unknown,"O da, bir şey demeden önüne bakıyordu.",o da bir şey demeden önüne bakıyordu,7,36,248.05509122710984,0.03667811,0.051096846417682924,-364.7312,95.9599,4.8294573,27.62078,-5.088573,13.51061,-24.723515,-12.403967,22.541725,-5.7757287,-7.844132,4.8702993,-11.271842
"Peki, bu akşam neden hiç uyumadın?",2.592,2,0,thirties,male_masculine,unknown,"Peki, bu akşam neden hiç uyumadın?",peki bu akşam neden hiç uyumadın,6,32,251.22928193894478,0.030528093,0.08526997626582279,-389.57455,82.545944,14.473752,39.901848,5.462452,-5.91204,-14.423447,7.0719295,-5.058793,0.7603885,-2.3607361,-1.76385,-10.332607
Ondan ayrılmanın bana güç geleceğini biliyordum.,2.484,2,0,thirties,male_masculine,unknown,Ondan ayrılmanın bana güç geleceğini biliyordum.,ondan ayrılmanın bana güç geleceğini biliyordum,6,47,206.76103690201052,0.0329162,0.06024491159539474,-340.29565,116.05893,9.730529,28.945585,9.255907,-5.0252686,-27.466219,2.4984431,-6.1454735,-12.970372,-0.73341143,-2.0297823,-22.391907
"Ve biz, bunların sonunda muhakkak bir fırtına kopacağını seziyorduk.",4.176,2,0,thirties,male_masculine,unknown,"Ve biz, bunların sonunda muhakkak bir fırtına kopacağını seziyorduk.",ve biz bunların sonunda muhakkak bir fırtına kopacağını seziyorduk,9,66,220.86226361898912,0.027770543,0.0929172722868217,-368.3201,100.21638,11.97525,10.698702,8.951933,2.3683195,-25.227922,-0.031566296,0.7126877,-8.654216,-4.747222,14.335907,-23.16136
Bu söylediğiniz bir an meselesidir dedim.,2.772,2,0,thirties,male_masculine,unknown,Bu söylediğiniz bir an meselesidir dedim.,bu söylediğiniz bir an meselesidir dedim,6,40,213.16873374024826,0.036601476,0.13439797794117647,-322.8922,85.859,24.56376,18.95833,10.162657,-8.08475,-32.71163,11.605014,-10.921277,1.0644035,-9.742927,5.1964836,-13.0838
Odanın içinde sıkıntılı bir hava vardı.,2.196,2,0,thirties,male_masculine,unknown,Odanın içinde sıkıntılı bir hava vardı.,odanın içinde sıkıntılı bir hava vardı,6,38,210.3285749869223,0.031156287,0.08683268229166667,-331.17328,116.092415,-0.5183455,34.094563,-7.5726466,-19.172462,1.3201392,-18.827896,4.258089,8.098679,-7.0806346,2.1251512,-6.8088813
Bir daha sergiye gelmediniz!,1.98,2,0,thirties,male_masculine,unknown,Bir daha sergiye gelmediniz!,bir daha sergiye gelmediniz,4,27,197.0824191232004,0.03890015,0.18419596354166667,-290.55704,80.850914,12.443976,27.673243,10.158624,-22.102716,-30.164652,18.919994,-15.116526,5.6141806,-4.692843,2.6258433,-13.898
"Evine ilk defa olarak, mutat hastalıklarından birinde gittim.",3.996,2,0,thirties,male_masculine,unknown,"Evine ilk defa olarak, mutat hastalıklarından birinde gittim.",evine ilk defa olarak mutat hastalıklarından birinde gittim,8,59,214.96267813687228,0.032865256,0.07805295850409837,-359.02988,101.4067,11.462043,29.242756,-8.752819,-0.7182483,-8.836576,-17.523567,11.34867,-7.306081,-3.2494495,-0.23655498,-13.207981
O da aradığı ve bulamadığı bir şeye yanıyordu.,2.484,2,1,thirties,male_masculine,unknown,O da aradığı ve bulamadığı bir şeye yanıyordu.,o da aradığı ve bulamadığı bir şeye yanıyordu,8,45,210.28608566068976,0.041401554,0.06690738075657894,-295.89746,114.74613,9.450565,27.996994,-1.8280922,-14.103964,-27.646301,-1.343597,-10.70939,9.2781105,-5.111705,4.369633,-11.981044
"Ne demek istediğini anlayamadığım için, aklıma bir sürü münasebetsiz ihtimaller geliyordu.",5.796,2,0,thirties,male_masculine,unknown,"Ne demek istediğini anlayamadığım için, aklıma bir sürü münasebetsiz ihtimaller geliyordu.",ne demek istediğini anlayamadığım için aklıma bir sürü münasebetsiz ihtimaller geliyordu,11,88,216.96048772863318,0.036732994,0.10760736731843576,-326.97385,81.28927,14.324283,32.260914,-10.444581,2.9766178,-19.176767,-2.8243847,-2.7249742,-8.50752,-7.906659,3.6780992,-9.131162
Henüz kimse tarafından tutulmamış olduğu anlaşılan bir tanesine gidip oturdum.,3.888,2,0,thirties,male_masculine,unknown,Henüz kimse tarafından tutulmamış olduğu anlaşılan bir tanesine gidip oturdum.,henüz kimse tarafından tutulmamış olduğu anlaşılan bir tanesine gidip oturdum,10,77,216.6239886329173,0.03902787,0.10832457983193278,-283.03018,79.24295,17.188322,38.435112,-13.028415,3.0355492,-19.607883,-1.5694472,-8.596901,1.1817439,-12.509005,4.916501,-13.863265
Pansiyon sahibi madam da boş zamanlarını benimle gevezeliğe hasrediyor ve yardımda bulunuyordu.,5.472,2,0,thirties,male_masculine,unknown,Pansiyon sahibi madam da boş zamanlarını benimle gevezeliğe hasrediyor ve yardımda bulunuyordu.,pansiyon sahibi madam da boş zamanlarını benimle gevezeliğe hasrediyor ve yardımda bulunuyordu,12,94,212.47382232882836,0.034208804,0.10242927144970414,-332.17245,89.24768,15.008018,31.11786,-8.429603,-3.2653122,-12.1762085,-8.520006,-7.8706574,1.17108,-8.472607,13.307291,-20.772537
"E, nasılsın bakalım, anlat! diye sordu.",4.104,2,0,thirties,male_masculine,unknown,"E, nasılsın bakalım, anlat! diye sordu.",e nasılsın bakalım anlat diye sordu,6,35,220.94801869743003,0.02502707,0.11742389012896826,-431.09338,74.01627,17.192171,19.454103,-9.403892,10.175964,-10.45133,7.7056923,-1.0734311,5.841688,-5.1489134,10.521681,-6.779855
Zaten hocalar da bende fazla bir şey bulmuyorlardı.,2.7,2,0,thirties,male_masculine,unknown,Zaten hocalar da bende fazla bir şey bulmuyorlardı.,zaten hocalar da bende fazla bir şey bulmuyorlardı,8,50,199.58945082636689,0.03950674,0.09354158727134146,-280.27444,104.77527,-2.1077948,25.669456,-20.186129,4.6218014,-17.264156,-8.708876,-7.8929615,15.295315,-13.426309,10.299387,-10.174778
Onların beni anlamalarına imkân yoktu.,2.196,2,0,thirties,male_masculine,unknown,Onların beni anlamalarına imkân yoktu.,onların beni anlamalarına imkn yoktu,5,36,215.27174965001282,0.03467574,0.06599934895833333,-319.06165,113.173775,-1.4034768,28.328861,-16.770845,7.910565,-6.272657,-14.1002,1.006363,-3.1828594,-1.772015,9.511699,-18.71608
Yarın sabah bana uğra diyordu.,2.088,2,1,thirties,male_masculine,unknown,Yarın sabah bana uğra diyordu.,yarın sabah bana uğra diyordu,5,29,217.10455550099692,0.058339845,0.059895833333333336,-263.81558,113.74618,10.608327,22.766798,-25.159357,-3.1409054,0.73621976,-13.977013,-4.6572223,17.264334,-15.737008,6.438622,-23.672857
İçimde hiçbir canlı his yoktu.,1.872,2,0,thirties,male_masculine,unknown,İçimde hiçbir canlı his yoktu.,içimde hiçbir canlı his yoktu,5,29,209.48257431515225,0.04541004,0.14639871162280702,-273.252,59.883762,18.912874,52.675907,-14.26318,-11.258351,-9.1244755,4.9685416,-11.866377,4.248706,-8.829167,0.10925032,-12.990555
Sesi bana tekrar cesaret verdi.,1.98,2,0,thirties,male_masculine,unknown,Sesi bana tekrar cesaret verdi.,sesi bana tekrar cesaret verdi,5,30,224.68783755214437,0.04323912,0.12740885416666667,-265.09006,71.80712,10.595657,36.40058,-6.7258816,-16.411732,-18.475603,4.078957,-14.27839,14.69945,-14.692132,1.9230554,-10.346728
Arkadaşlarımın çoğu ortadan kaybolmuştu.,2.484,2,1,thirties,male_masculine,unknown,Arkadaşlarımın çoğu ortadan kaybolmuştu.,arkadaşlarımın çoğu ortadan kaybolmuştu,4,39,235.71894045952166,0.04255643,0.0985364412006579,-306.62738,96.28754,9.143897,32.27501,-16.764791,-7.8816104,-7.028179,-16.482756,-6.167509,11.336689,-12.060905,-7.9831214,-1.2556995
Bunu bana evvelisi gün ağlayarak söyledi.,2.592,2,0,thirties,male_masculine,unknown,Bunu bana evvelisi gün ağlayarak söyledi.,bunu bana evvelisi gün ağlayarak söyledi,6,40,197.26241702638902,0.054141268,0.10084553006329114,-272.10104,100.20757,8.568219,40.30538,-11.333671,-11.801569,-2.8968363,-5.3035502,-5.855838,6.9928913,-6.859331,-0.35594085,-14.869136
Yüzüne de bakmadım.,1.08,2,0,thirties,male_masculine,unknown,Yüzüne de bakmadım.,yüzüne de bakmadım,3,18,210.9480038773629,0.049941126,0.0272674560546875,-289.6943,109.07745,13.761587,42.08011,-14.305142,1.1234698,-0.5962936,-16.298214,7.130807,5.52758,-10.828215,1.6911209,-13.9536495
Sonra kendisi yatağın kenarına ilişti.,2.304,2,0,thirties,male_masculine,unknown,Sonra kendisi yatağın kenarına ilişti.,sonra kendisi yatağın kenarına ilişti,5,37,204.46391973256124,0.04371035,0.1266700634057971,-275.2532,72.12288,17.53506,52.041725,-13.41274,-10.251847,-14.800869,11.891029,-9.92725,1.8790725,0.72056,-6.314844,-10.974548
Bu şeyi kafamda yalnız başıma saklayamayacağım.,2.7,2,0,thirties,male_masculine,unknown,Bu şeyi kafamda yalnız başıma saklayamayacağım.,bu şeyi kafamda yalnız başıma saklayamayacağım,6,46,213.34715785037787,0.051104795,0.08802162728658537,-260.0641,96.42881,3.8322809,41.447937,-8.831072,-5.1106915,-10.058062,0.09565316,-6.703665,7.339377,-3.2473052,0.993102,-11.44307
Bakışlarımız karşılaşınca gözleriyle beni dostça selamladı.,3.276,2,0,thirties,male_masculine,unknown,Bakışlarımız karşılaşınca gözleriyle beni dostça selamladı.,bakışlarımız karşılaşınca gözleriyle beni dostça selamladı,6,58,217.46642527022652,0.05234187,0.13401628248762376,-264.42523,70.81165,15.287735,46.597054,-11.039291,-4.193019,-17.6935,-1.0667607,-5.9207287,1.2742863,-3.8365638,-3.1846347,-9.92786
"Gözleri kapalıydı ve ruhu kim bilir nerelerde, nerelerde dolaşıyordu?",4.176,2,0,thirties,male_masculine,unknown,"Gözleri kapalıydı ve ruhu kim bilir nerelerde, nerelerde dolaşıyordu?",gözleri kapalıydı ve ruhu kim bilir nerelerde nerelerde dolaşıyordu,9,67,215.63782405382258,0.03860531,0.06136824733527132,-334.32196,96.38695,10.356026,39.974117,-13.141611,-15.2769575,-4.4242105,-5.71968,-10.529574,6.1360183,-11.0286875,-5.615221,-2.8415978
Kilometrelerce uzayan bu caddede böylece birkaç kere gidip geldim.,3.492,2,0,thirties,male_masculine,unknown,Kilometrelerce uzayan bu caddede böylece birkaç kere gidip geldim.,kilometrelerce uzayan bu caddede böylece birkaç kere gidip geldim,9,65,217.40560654088242,0.039464016,0.08794994889018691,-311.39993,89.865005,20.15517,53.521393,-19.624662,-19.568169,-4.7041903,-16.67326,-4.33019,9.484592,-13.803979,2.7095597,-12.368671
Halbuki şimdi her şey değişmişti.,1.872,2,0,thirties,male_masculine,unknown,Halbuki şimdi her şey değişmişti.,halbuki şimdi her şey değişmişti,5,32,202.2252191127801,0.043181263,0.16075589364035087,-265.67093,54.338524,6.3830514,67.38481,-11.730288,-10.052879,-14.565393,10.191327,-11.899094,3.569947,-1.7562393,0.59015656,-13.89277
"Yağmur, hep aynı şekilde, devam ediyordu.",2.772,2,0,thirties,male_masculine,unknown,"Yağmur, hep aynı şekilde, devam ediyordu.",yağmur hep aynı şekilde devam ediyordu,6,38,233.0552331291186,0.03654503,0.0640625,-359.0172,94.38864,8.241624,40.107994,-7.114143,-9.500429,-1.2332253,2.4088647,-3.3446555,8.206819,-1.3204063,-2.4677308,-6.7917094
Beklediğim ayak sesi duyulmadı.,1.8,2,0,thirties,male_masculine,unknown,Beklediğim ayak sesi duyulmadı.,beklediğim ayak sesi duyulmadı,4,30,209.81478452505002,0.040534623,0.08060257523148148,-315.70334,89.001396,21.377977,58.221283,-0.013904359,-21.404564,-7.952704,6.675762,-15.261979,8.511625,-8.199688,-2.5800838,-7.0815287
"""Bir mektep bul, oku!",1.98,2,0,thirties,male_masculine,unknown,"""Bir mektep bul, oku!",bir mektep bul oku,4,18,244.30063724231442,0.040955592,0.032063802083333336,-392.08096,100.07866,23.619453,36.643578,-12.041181,-9.501746,-0.77241635,-1.7490997,-6.494532,0.34010002,-9.936167,-2.7861323,-5.8377047
Yani benim hiçbir dinle alakam yok!,2.196,2,0,thirties,male_masculine,unknown,Yani benim hiçbir dinle alakam yok!,yani benim hiçbir dinle alakam yok,6,34,224.093488530791,0.046603385,0.06082800662878788,-300.6673,108.64802,-0.06934349,52.48057,-17.265856,-20.808088,6.3302655,-17.11371,-0.829622,9.4993515,-16.785072,5.208821,-18.941551
Hep beraber oturuyoruz.,1.404,2,1,thirties,male_masculine,unknown,Hep beraber oturuyoruz.,hep beraber oturuyoruz,3,22,215.16269918830753,0.037604887,0.10856516768292683,-318.83447,93.082146,11.4758215,44.421154,-8.919599,-10.011435,-7.691686,-16.692417,-9.702765,19.727583,-8.08049,-0.82803565,-9.919477
Günlerim birbirine tıpkı tıpkısına benzeyerek geçiyordu.,3.78,2,0,thirties,male_masculine,unknown,Günlerim birbirine tıpkı tıpkısına benzeyerek geçiyordu.,günlerim birbirine tıpkı tıpkısına benzeyerek geçiyordu,6,55,221.78284790635283,0.030392768,0.09113180226293104,-373.07257,85.83509,15.640317,52.76951,-4.9253817,-14.530164,-4.741481,-9.775194,-0.7626965,5.9761972,-13.205752,6.2429557,-11.068452
"Verdiğim sözü yerine getirmek için defteri cebime koyarak, hastanın evine gittim.",5.184,2,0,thirties,male_masculine,unknown,"Verdiğim sözü yerine getirmek için defteri cebime koyarak, hastanın evine gittim.",verdiğim sözü yerine getirmek için defteri cebime koyarak hastanın evine gittim,11,79,214.0549403646277,0.03441507,0.1058624267578125,-350.84024,76.87804,18.755007,51.027103,-5.8815565,-12.71906,-9.762461,-1.8626535,-7.8501616,6.0248847,-8.113443,-7.549018,-6.0232916
İğneli geçmiş olsunlarla karşılarlardı.,2.592,2,0,thirties,male_masculine,unknown,İğneli geçmiş olsunlarla karşılarlardı.,iğneli geçmiş olsunlarla karşılarlardı,4,38,217.87857094563768,0.04511689,0.12378238726265822,-270.09503,79.22202,14.751564,42.22185,-20.855137,-5.341652,-7.0631824,-6.4013786,-11.038959,10.113472,-7.612834,-1.4106793,-14.705977
Ben de yalnızım.,1.188,2,0,thirties,male_masculine,unknown,Ben de yalnızım.,ben de yalnızım,3,15,182.46965847167,0.046678253,0.03628627232142857,-294.87048,109.65412,2.6616142,36.12336,7.1768847,-2.9450402,-12.203277,11.922096,-1.6876333,8.271834,-1.68505,-4.92002,-8.067057
"Bilmem sarhoşluğun tesiriyle midir nedir, ben de utangaçlığı filân unutmuş, ona sımsıkı sarılmıştım.",6.984,2,0,thirties,male_masculine,unknown,"Bilmem sarhoşluğun tesiriyle midir nedir, ben de utangaçlığı filân unutmuş, ona sımsıkı sarılmıştım.",bilmem sarhoşluğun tesiriyle midir nedir ben de utangaçlığı filn unutmuş ona sımsıkı sarılmıştım,13,96,210.64316415660667,0.02833825,0.1415744357638889,-389.05777,68.43885,24.605623,40.32609,-10.654137,-4.701797,-3.1234796,-5.4186687,-10.111089,10.375663,-12.5847845,6.2787647,-13.9104
Ben de gülümsedim ve önüme baktım.,2.088,2,0,thirties,male_masculine,unknown,Ben de gülümsedim ve önüme baktım.,ben de gülümsedim ve önüme baktım,6,33,218.55537293316925,0.04162885,0.04971943204365079,-333.7512,118.32749,0.7854986,53.745987,-8.141037,-16.988182,3.6364717,-13.1086645,-3.734779,9.857483,-15.797481,0.9054812,-0.045154497
Bir ölüye karşı duyulan hazin ve faydasız nedametle kıvranıyordum.,3.6,2,0,thirties,male_masculine,unknown,Bir ölüye karşı duyulan hazin ve faydasız nedametle kıvranıyordum.,bir ölüye karşı duyulan hazin ve faydasız nedametle kıvranıyordum,9,65,223.90422593035865,0.048026506,0.08322088068181818,-280.38858,94.53749,5.432692,40.19677,-0.89745843,-13.977218,-12.871268,-9.757311,-7.656756,1.4835855,-9.205331,-5.547001,-14.868165
İçimde bir sabırsızlık vardı.,1.872,2,0,thirties,male_masculine,unknown,İçimde bir sabırsızlık vardı.,içimde bir sabırsızlık vardı,4,28,217.89342981731716,0.055220753,0.14428282620614036,-262.6037,65.54123,23.253168,32.765648,-6.0110245,-7.062685,-12.747254,1.884281,-15.510356,4.097099,-5.317517,-7.124579,-12.103652
Bu kahkahayı da hatırladım.,1.476,2,0,thirties,male_masculine,unknown,Bu kahkahayı da hatırladım.,bu kahkahayı da hatırladım,4,26,211.22910141474173,0.06571398,0.05736194957386364,-228.11397,111.95183,5.149895,27.476782,-11.918194,0.6789093,-6.511234,-0.99122757,-4.2969685,8.497003,-0.36705157,-4.011814,-16.953562
Hemen ölüyor muyuz?,1.188,2,0,thirties,male_masculine,unknown,Hemen ölüyor muyuz?,hemen ölüyor muyuz,3,18,219.46898959613648,0.046035103,0.07730189732142857,-321.97293,93.70127,2.3525395,53.895893,-14.965084,-14.193051,8.9478655,-14.745845,6.372612,10.860051,-13.052661,10.200314,-4.503713
Hiçbir zaman başımı eğip yalvarmaya gidemezdim.,2.88,2,0,thirties,male_masculine,unknown,Hiçbir zaman başımı eğip yalvarmaya gidemezdim.,hiçbir zaman başımı eğip yalvarmaya gidemezdim,6,46,214.68347899153193,0.04797633,0.06076327237215909,-286.73004,94.75203,7.653056,52.962147,-19.065498,-10.872736,1.7059718,-14.886487,-6.0893326,10.794566,-10.796398,2.057405,-9.226477
Gene aynı köprülerin altından ve üstünden geçtim.,3.276,2,0,thirties,male_masculine,unknown,Gene aynı köprülerin altından ve üstünden geçtim.,gene aynı köprülerin altından ve üstünden geçtim,7,48,228.0312041870869,0.044179197,0.10618908570544554,-302.38776,87.181816,7.0988617,38.2005,-8.153727,-11.132462,-5.4312267,1.214388,-10.9675255,2.5626004,-5.1836615,-7.6996703,-6.9679046
Sözüne devam edemedi.,1.296,2,0,thirties,male_masculine,unknown,Sözüne devam edemedi.,sözüne devam edemedi,3,20,192.5033383439272,0.04949053,0.06477436266447369,-268.40933,104.33403,-2.7042472,41.998363,-10.733878,-8.858533,-10.595583,-4.875926,2.6522725,8.750441,-6.8816953,0.02307442,0.6944903
Fakat kadın hiç de beni bırakmak niyetinde değildi.,2.988,2,0,thirties,male_masculine,unknown,Fakat kadın hiç de beni bırakmak niyetinde değildi.,fakat kadın hiç de beni bırakmak niyetinde değildi,8,50,222.9946867780632,0.036317263,0.07028030563186813,-324.3914,96.30529,5.0918145,44.208096,-5.706069,-16.43129,-6.5552216,2.512686,-10.163987,2.5362964,-4.887401,-7.605695,-8.976747
"Çok konuşmaz, konuştuğu zaman da içindekilerden bize bir şey sezdirmezdi.",5.076,2,0,thirties,male_masculine,unknown,"Çok konuşmaz, konuştuğu zaman da içindekilerden bize bir şey sezdirmezdi.",çok konuşmaz konuştuğu zaman da içindekilerden bize bir şey sezdirmezdi,10,71,217.7608828254845,0.033917166,0.12419760151273886,-353.58093,74.61161,20.84611,37.989388,-18.70701,-8.223884,-0.70924795,-4.3508005,-12.843494,16.678268,-18.247301,12.019339,-13.866817
